Image_Name,Contour_Index,X,Y
IMD002.bmp,0,327,502
IMD002.bmp,0,330,499
IMD002.bmp,0,330,497
IMD002.bmp,0,329,496
IMD002.bmp,0,329,495
IMD002.bmp,0,328,494
IMD002.bmp,0,328,492
IMD002.bmp,0,327,491
IMD002.bmp,0,327,490
IMD002.bmp,0,326,489
IMD002.bmp,0,326,488
IMD002.bmp,0,325,487
IMD002.bmp,0,325,485
IMD002.bmp,0,324,484
IMD002.bmp,0,324,483
IMD002.bmp,0,323,482
IMD002.bmp,0,323,481
IMD002.bmp,0,322,480
IMD002.bmp,0,322,479
IMD002.bmp,0,321,478
IMD002.bmp,0,321,475
IMD002.bmp,0,322,474
IMD002.bmp,0,322,473
IMD002.bmp,0,323,472
IMD002.bmp,0,323,471
IMD002.bmp,0,324,470
IMD002.bmp,0,324,469
IMD002.bmp,0,325,468
IMD002.bmp,0,325,467
IMD002.bmp,0,326,466
IMD002.bmp,0,326,465
IMD002.bmp,0,327,464
IMD002.bmp,0,327,463
IMD002.bmp,0,330,460
IMD002.bmp,0,331,460
IMD002.bmp,0,332,461
IMD002.bmp,0,334,461
IMD002.bmp,0,335,462
IMD002.bmp,0,337,462
IMD002.bmp,0,338,463
IMD002.bmp,0,340,463
IMD002.bmp,0,341,464
IMD002.bmp,0,342,464
IMD002.bmp,0,343,465
IMD002.bmp,0,345,465
IMD002.bmp,0,346,466
IMD002.bmp,0,348,466
IMD002.bmp,0,349,467
IMD002.bmp,0,351,467
IMD002.bmp,0,352,468
IMD002.bmp,0,354,468
IMD002.bmp,0,355,469
IMD002.bmp,0,356,469
IMD002.bmp,0,357,470
IMD002.bmp,0,365,470
IMD002.bmp,0,366,471
IMD002.bmp,0,375,471
IMD002.bmp,0,376,472
IMD002.bmp,0,385,472
IMD002.bmp,0,386,473
IMD002.bmp,0,387,473
IMD002.bmp,0,388,474
IMD002.bmp,0,389,474
IMD002.bmp,0,390,475
IMD002.bmp,0,391,475
IMD002.bmp,0,392,476
IMD002.bmp,0,393,476
IMD002.bmp,0,394,477
IMD002.bmp,0,395,477
IMD002.bmp,0,396,478
IMD002.bmp,0,397,478
IMD002.bmp,0,398,479
IMD002.bmp,0,399,479
IMD002.bmp,0,400,480
IMD002.bmp,0,401,480
IMD002.bmp,0,402,481
IMD002.bmp,0,403,481
IMD002.bmp,0,404,482
IMD002.bmp,0,405,482
IMD002.bmp,0,406,483
IMD002.bmp,0,407,483
IMD002.bmp,0,408,484
IMD002.bmp,0,409,484
IMD002.bmp,0,410,485
IMD002.bmp,0,411,485
IMD002.bmp,0,412,486
IMD002.bmp,0,413,486
IMD002.bmp,0,415,488
IMD002.bmp,0,416,488
IMD002.bmp,0,417,489
IMD002.bmp,0,418,489
IMD002.bmp,0,419,490
IMD002.bmp,0,420,490
IMD002.bmp,0,422,492
IMD002.bmp,0,423,492
IMD002.bmp,0,424,493
IMD002.bmp,0,425,493
IMD002.bmp,0,427,495
IMD002.bmp,0,428,495
IMD002.bmp,0,429,496
IMD002.bmp,0,430,496
IMD002.bmp,0,431,497
IMD002.bmp,0,432,497
IMD002.bmp,0,433,498
IMD002.bmp,0,434,498
IMD002.bmp,0,435,499
IMD002.bmp,0,436,499
IMD002.bmp,0,437,500
IMD002.bmp,0,438,500
IMD002.bmp,0,439,501
IMD002.bmp,0,440,501
IMD002.bmp,0,441,502
IMD002.bmp,0,443,502
IMD002.bmp,0,444,503
IMD002.bmp,0,445,503
IMD002.bmp,0,446,504
IMD002.bmp,0,447,504
IMD002.bmp,0,448,505
IMD002.bmp,0,449,505
IMD002.bmp,0,450,506
IMD002.bmp,0,452,506
IMD002.bmp,0,453,507
IMD002.bmp,0,454,507
IMD002.bmp,0,455,508
IMD002.bmp,0,456,508
IMD002.bmp,0,457,509
IMD002.bmp,0,458,509
IMD002.bmp,0,459,510
IMD002.bmp,0,460,509
IMD002.bmp,0,461,509
IMD002.bmp,0,463,507
IMD002.bmp,0,464,507
IMD002.bmp,0,465,506
IMD002.bmp,0,466,506
IMD002.bmp,0,467,505
IMD002.bmp,0,468,505
IMD002.bmp,0,469,504
IMD002.bmp,0,470,504
IMD002.bmp,0,471,503
IMD002.bmp,0,472,503
IMD002.bmp,0,474,501
IMD002.bmp,0,475,501
IMD002.bmp,0,476,500
IMD002.bmp,0,477,500
IMD002.bmp,0,478,499
IMD002.bmp,0,479,499
IMD002.bmp,0,480,498
IMD002.bmp,0,481,498
IMD002.bmp,0,482,497
IMD002.bmp,0,483,497
IMD002.bmp,0,485,495
IMD002.bmp,0,486,495
IMD002.bmp,0,487,494
IMD002.bmp,0,488,494
IMD002.bmp,0,489,493
IMD002.bmp,0,490,493
IMD002.bmp,0,491,492
IMD002.bmp,0,492,492
IMD002.bmp,0,497,487
IMD002.bmp,0,497,486
IMD002.bmp,0,500,483
IMD002.bmp,0,500,482
IMD002.bmp,0,503,479
IMD002.bmp,0,503,478
IMD002.bmp,0,506,475
IMD002.bmp,0,506,474
IMD002.bmp,0,511,469
IMD002.bmp,0,512,469
IMD002.bmp,0,515,466
IMD002.bmp,0,516,466
IMD002.bmp,0,518,464
IMD002.bmp,0,519,464
IMD002.bmp,0,521,462
IMD002.bmp,0,522,462
IMD002.bmp,0,524,460
IMD002.bmp,0,525,460
IMD002.bmp,0,527,458
IMD002.bmp,0,528,458
IMD002.bmp,0,529,457
IMD002.bmp,0,534,457
IMD002.bmp,0,535,456
IMD002.bmp,0,539,456
IMD002.bmp,0,540,455
IMD002.bmp,0,546,455
IMD002.bmp,0,547,454
IMD002.bmp,0,560,454
IMD002.bmp,0,561,453
IMD002.bmp,0,573,453
IMD002.bmp,0,575,451
IMD002.bmp,0,575,450
IMD002.bmp,0,576,449
IMD002.bmp,0,576,448
IMD002.bmp,0,577,447
IMD002.bmp,0,577,446
IMD002.bmp,0,579,444
IMD002.bmp,0,579,443
IMD002.bmp,0,580,442
IMD002.bmp,0,580,441
IMD002.bmp,0,581,440
IMD002.bmp,0,581,439
IMD002.bmp,0,582,438
IMD002.bmp,0,582,437
IMD002.bmp,0,584,435
IMD002.bmp,0,584,434
IMD002.bmp,0,585,433
IMD002.bmp,0,585,432
IMD002.bmp,0,586,431
IMD002.bmp,0,586,430
IMD002.bmp,0,587,429
IMD002.bmp,0,587,428
IMD002.bmp,0,588,427
IMD002.bmp,0,588,426
IMD002.bmp,0,590,424
IMD002.bmp,0,590,423
IMD002.bmp,0,591,422
IMD002.bmp,0,591,421
IMD002.bmp,0,593,419
IMD002.bmp,0,593,418
IMD002.bmp,0,595,416
IMD002.bmp,0,595,415
IMD002.bmp,0,597,413
IMD002.bmp,0,597,412
IMD002.bmp,0,598,411
IMD002.bmp,0,598,410
IMD002.bmp,0,600,408
IMD002.bmp,0,600,407
IMD002.bmp,0,602,405
IMD002.bmp,0,602,403
IMD002.bmp,0,603,402
IMD002.bmp,0,603,401
IMD002.bmp,0,604,400
IMD002.bmp,0,604,398
IMD002.bmp,0,605,397
IMD002.bmp,0,605,396
IMD002.bmp,0,606,395
IMD002.bmp,0,606,393
IMD002.bmp,0,607,392
IMD002.bmp,0,607,391
IMD002.bmp,0,608,390
IMD002.bmp,0,608,388
IMD002.bmp,0,609,387
IMD002.bmp,0,609,386
IMD002.bmp,0,610,385
IMD002.bmp,0,610,383
IMD002.bmp,0,611,382
IMD002.bmp,0,611,381
IMD002.bmp,0,612,380
IMD002.bmp,0,612,378
IMD002.bmp,0,613,377
IMD002.bmp,0,613,376
IMD002.bmp,0,614,375
IMD002.bmp,0,614,373
IMD002.bmp,0,615,372
IMD002.bmp,0,615,371
IMD002.bmp,0,616,370
IMD002.bmp,0,615,369
IMD002.bmp,0,615,364
IMD002.bmp,0,614,363
IMD002.bmp,0,614,358
IMD002.bmp,0,613,357
IMD002.bmp,0,613,353
IMD002.bmp,0,612,352
IMD002.bmp,0,612,347
IMD002.bmp,0,610,345
IMD002.bmp,0,610,344
IMD002.bmp,0,609,343
IMD002.bmp,0,609,342
IMD002.bmp,0,607,340
IMD002.bmp,0,607,339
IMD002.bmp,0,606,338
IMD002.bmp,0,606,337
IMD002.bmp,0,604,335
IMD002.bmp,0,604,334
IMD002.bmp,0,603,333
IMD002.bmp,0,603,323
IMD002.bmp,0,604,322
IMD002.bmp,0,604,313
IMD002.bmp,0,605,312
IMD002.bmp,0,605,308
IMD002.bmp,0,606,307
IMD002.bmp,0,606,305
IMD002.bmp,0,607,304
IMD002.bmp,0,607,301
IMD002.bmp,0,608,300
IMD002.bmp,0,608,298
IMD002.bmp,0,609,297
IMD002.bmp,0,609,294
IMD002.bmp,0,610,293
IMD002.bmp,0,610,291
IMD002.bmp,0,611,290
IMD002.bmp,0,611,288
IMD002.bmp,0,610,287
IMD002.bmp,0,610,262
IMD002.bmp,0,609,261
IMD002.bmp,0,609,260
IMD002.bmp,0,608,259
IMD002.bmp,0,608,258
IMD002.bmp,0,607,257
IMD002.bmp,0,607,256
IMD002.bmp,0,606,255
IMD002.bmp,0,606,254
IMD002.bmp,0,605,253
IMD002.bmp,0,605,252
IMD002.bmp,0,604,251
IMD002.bmp,0,604,250
IMD002.bmp,0,603,249
IMD002.bmp,0,603,248
IMD002.bmp,0,602,247
IMD002.bmp,0,602,246
IMD002.bmp,0,601,245
IMD002.bmp,0,601,244
IMD002.bmp,0,600,243
IMD002.bmp,0,600,241
IMD002.bmp,0,599,240
IMD002.bmp,0,599,239
IMD002.bmp,0,594,234
IMD002.bmp,0,593,234
IMD002.bmp,0,589,230
IMD002.bmp,0,588,230
IMD002.bmp,0,585,227
IMD002.bmp,0,584,227
IMD002.bmp,0,581,224
IMD002.bmp,0,580,224
IMD002.bmp,0,575,219
IMD002.bmp,0,575,217
IMD002.bmp,0,574,216
IMD002.bmp,0,574,214
IMD002.bmp,0,573,213
IMD002.bmp,0,573,212
IMD002.bmp,0,572,211
IMD002.bmp,0,572,209
IMD002.bmp,0,571,208
IMD002.bmp,0,571,206
IMD002.bmp,0,570,205
IMD002.bmp,0,570,203
IMD002.bmp,0,569,202
IMD002.bmp,0,569,200
IMD002.bmp,0,568,199
IMD002.bmp,0,568,197
IMD002.bmp,0,566,195
IMD002.bmp,0,566,194
IMD002.bmp,0,565,193
IMD002.bmp,0,565,192
IMD002.bmp,0,564,191
IMD002.bmp,0,564,190
IMD002.bmp,0,562,188
IMD002.bmp,0,562,187
IMD002.bmp,0,561,186
IMD002.bmp,0,561,185
IMD002.bmp,0,560,184
IMD002.bmp,0,560,183
IMD002.bmp,0,558,181
IMD002.bmp,0,558,180
IMD002.bmp,0,557,179
IMD002.bmp,0,557,178
IMD002.bmp,0,554,175
IMD002.bmp,0,553,175
IMD002.bmp,0,552,174
IMD002.bmp,0,551,174
IMD002.bmp,0,550,173
IMD002.bmp,0,549,173
IMD002.bmp,0,548,172
IMD002.bmp,0,547,172
IMD002.bmp,0,546,171
IMD002.bmp,0,545,171
IMD002.bmp,0,543,169
IMD002.bmp,0,542,169
IMD002.bmp,0,541,168
IMD002.bmp,0,540,168
IMD002.bmp,0,539,167
IMD002.bmp,0,538,167
IMD002.bmp,0,537,166
IMD002.bmp,0,536,166
IMD002.bmp,0,535,165
IMD002.bmp,0,534,165
IMD002.bmp,0,533,164
IMD002.bmp,0,532,164
IMD002.bmp,0,530,162
IMD002.bmp,0,529,162
IMD002.bmp,0,519,152
IMD002.bmp,0,518,152
IMD002.bmp,0,481,115
IMD002.bmp,0,480,115
IMD002.bmp,0,469,104
IMD002.bmp,0,468,104
IMD002.bmp,0,458,94
IMD002.bmp,0,457,94
IMD002.bmp,0,456,93
IMD002.bmp,0,454,93
IMD002.bmp,0,453,92
IMD002.bmp,0,450,92
IMD002.bmp,0,449,91
IMD002.bmp,0,447,91
IMD002.bmp,0,446,90
IMD002.bmp,0,444,90
IMD002.bmp,0,443,89
IMD002.bmp,0,440,89
IMD002.bmp,0,439,88
IMD002.bmp,0,437,88
IMD002.bmp,0,436,87
IMD002.bmp,0,433,87
IMD002.bmp,0,432,86
IMD002.bmp,0,430,86
IMD002.bmp,0,429,85
IMD003.bmp,0,322,127
IMD003.bmp,0,321,128
IMD003.bmp,0,319,128
IMD003.bmp,0,318,129
IMD003.bmp,0,317,129
IMD003.bmp,0,315,131
IMD003.bmp,0,315,132
IMD003.bmp,0,313,134
IMD003.bmp,0,313,135
IMD003.bmp,0,311,137
IMD003.bmp,0,311,138
IMD003.bmp,0,300,149
IMD003.bmp,0,296,149
IMD003.bmp,0,295,150
IMD003.bmp,0,292,150
IMD003.bmp,0,291,151
IMD003.bmp,0,290,150
IMD003.bmp,0,255,150
IMD003.bmp,0,254,149
IMD003.bmp,0,250,149
IMD003.bmp,0,249,148
IMD003.bmp,0,231,148
IMD003.bmp,0,230,149
IMD003.bmp,0,225,149
IMD003.bmp,0,224,150
IMD003.bmp,0,221,150
IMD003.bmp,0,220,151
IMD003.bmp,0,217,151
IMD003.bmp,0,216,152
IMD003.bmp,0,213,152
IMD003.bmp,0,210,155
IMD003.bmp,0,210,156
IMD003.bmp,0,207,159
IMD003.bmp,0,207,160
IMD003.bmp,0,206,161
IMD003.bmp,0,206,162
IMD003.bmp,0,205,163
IMD003.bmp,0,205,165
IMD003.bmp,0,204,166
IMD003.bmp,0,204,168
IMD003.bmp,0,203,169
IMD003.bmp,0,203,170
IMD003.bmp,0,202,171
IMD003.bmp,0,202,172
IMD003.bmp,0,201,173
IMD003.bmp,0,201,174
IMD003.bmp,0,200,175
IMD003.bmp,0,200,177
IMD003.bmp,0,180,197
IMD003.bmp,0,180,198
IMD003.bmp,0,179,199
IMD003.bmp,0,179,200
IMD003.bmp,0,178,201
IMD003.bmp,0,178,202
IMD003.bmp,0,177,203
IMD003.bmp,0,177,204
IMD003.bmp,0,176,205
IMD003.bmp,0,176,209
IMD003.bmp,0,175,210
IMD003.bmp,0,175,233
IMD003.bmp,0,176,234
IMD003.bmp,0,176,243
IMD003.bmp,0,177,244
IMD003.bmp,0,176,245
IMD003.bmp,0,176,246
IMD003.bmp,0,175,247
IMD003.bmp,0,175,248
IMD003.bmp,0,174,249
IMD003.bmp,0,174,252
IMD003.bmp,0,173,253
IMD003.bmp,0,173,290
IMD003.bmp,0,172,291
IMD003.bmp,0,172,297
IMD003.bmp,0,173,298
IMD003.bmp,0,173,299
IMD003.bmp,0,174,300
IMD003.bmp,0,174,301
IMD003.bmp,0,191,318
IMD003.bmp,0,192,318
IMD003.bmp,0,193,319
IMD003.bmp,0,194,319
IMD003.bmp,0,195,320
IMD003.bmp,0,196,320
IMD003.bmp,0,197,321
IMD003.bmp,0,198,321
IMD003.bmp,0,199,322
IMD003.bmp,0,200,322
IMD003.bmp,0,203,325
IMD003.bmp,0,203,326
IMD003.bmp,0,204,327
IMD003.bmp,0,204,328
IMD003.bmp,0,205,329
IMD003.bmp,0,205,330
IMD003.bmp,0,206,331
IMD003.bmp,0,206,332
IMD003.bmp,0,207,333
IMD003.bmp,0,207,334
IMD003.bmp,0,208,335
IMD003.bmp,0,208,336
IMD003.bmp,0,209,337
IMD003.bmp,0,209,338
IMD003.bmp,0,210,339
IMD003.bmp,0,210,340
IMD003.bmp,0,211,341
IMD003.bmp,0,211,342
IMD003.bmp,0,212,343
IMD003.bmp,0,212,344
IMD003.bmp,0,213,345
IMD003.bmp,0,213,353
IMD003.bmp,0,214,354
IMD003.bmp,0,214,357
IMD003.bmp,0,215,358
IMD003.bmp,0,215,359
IMD003.bmp,0,216,360
IMD003.bmp,0,216,361
IMD003.bmp,0,217,362
IMD003.bmp,0,217,363
IMD003.bmp,0,219,365
IMD003.bmp,0,220,365
IMD003.bmp,0,221,366
IMD003.bmp,0,222,366
IMD003.bmp,0,223,367
IMD003.bmp,0,224,367
IMD003.bmp,0,239,382
IMD003.bmp,0,239,383
IMD003.bmp,0,246,390
IMD003.bmp,0,247,390
IMD003.bmp,0,253,396
IMD003.bmp,0,253,397
IMD003.bmp,0,254,398
IMD003.bmp,0,254,399
IMD003.bmp,0,255,400
IMD003.bmp,0,255,401
IMD003.bmp,0,256,402
IMD003.bmp,0,261,402
IMD003.bmp,0,262,403
IMD003.bmp,0,267,403
IMD003.bmp,0,268,404
IMD003.bmp,0,270,404
IMD003.bmp,0,271,405
IMD003.bmp,0,272,405
IMD003.bmp,0,273,406
IMD003.bmp,0,275,406
IMD003.bmp,0,276,407
IMD003.bmp,0,277,407
IMD003.bmp,0,278,408
IMD003.bmp,0,286,408
IMD003.bmp,0,292,402
IMD003.bmp,0,311,402
IMD003.bmp,0,312,403
IMD003.bmp,0,316,403
IMD003.bmp,0,317,404
IMD003.bmp,0,325,404
IMD003.bmp,0,333,396
IMD003.bmp,0,333,394
IMD003.bmp,0,334,393
IMD003.bmp,0,334,391
IMD003.bmp,0,335,390
IMD003.bmp,0,335,389
IMD003.bmp,0,336,388
IMD003.bmp,0,336,386
IMD003.bmp,0,337,385
IMD003.bmp,0,337,384
IMD003.bmp,0,338,383
IMD003.bmp,0,338,381
IMD003.bmp,0,339,380
IMD003.bmp,0,339,379
IMD003.bmp,0,340,378
IMD003.bmp,0,340,377
IMD003.bmp,0,342,375
IMD003.bmp,0,342,374
IMD003.bmp,0,344,372
IMD003.bmp,0,344,371
IMD003.bmp,0,346,369
IMD003.bmp,0,346,360
IMD003.bmp,0,347,359
IMD003.bmp,0,347,357
IMD003.bmp,0,348,356
IMD003.bmp,0,348,354
IMD003.bmp,0,349,353
IMD003.bmp,0,349,352
IMD003.bmp,0,350,351
IMD003.bmp,0,350,349
IMD003.bmp,0,351,348
IMD003.bmp,0,351,347
IMD003.bmp,0,352,346
IMD003.bmp,0,351,345
IMD003.bmp,0,351,340
IMD003.bmp,0,354,337
IMD003.bmp,0,355,337
IMD003.bmp,0,356,336
IMD003.bmp,0,360,336
IMD003.bmp,0,361,337
IMD003.bmp,0,364,337
IMD003.bmp,0,365,338
IMD003.bmp,0,376,338
IMD003.bmp,0,377,337
IMD003.bmp,0,386,337
IMD003.bmp,0,388,335
IMD003.bmp,0,389,335
IMD003.bmp,0,390,334
IMD003.bmp,0,391,334
IMD003.bmp,0,393,332
IMD003.bmp,0,394,332
IMD003.bmp,0,396,330
IMD003.bmp,0,396,329
IMD003.bmp,0,397,328
IMD003.bmp,0,397,326
IMD003.bmp,0,398,325
IMD003.bmp,0,398,324
IMD003.bmp,0,399,323
IMD003.bmp,0,399,321
IMD003.bmp,0,400,320
IMD003.bmp,0,400,318
IMD003.bmp,0,401,317
IMD003.bmp,0,401,314
IMD003.bmp,0,402,313
IMD003.bmp,0,402,311
IMD003.bmp,0,403,310
IMD003.bmp,0,403,281
IMD003.bmp,0,412,272
IMD003.bmp,0,412,271
IMD003.bmp,0,417,266
IMD003.bmp,0,417,265
IMD003.bmp,0,421,261
IMD003.bmp,0,421,260
IMD003.bmp,0,425,256
IMD003.bmp,0,424,255
IMD003.bmp,0,424,248
IMD003.bmp,0,423,247
IMD003.bmp,0,423,245
IMD003.bmp,0,422,244
IMD003.bmp,0,422,241
IMD003.bmp,0,421,240
IMD003.bmp,0,421,239
IMD003.bmp,0,420,238
IMD003.bmp,0,420,236
IMD003.bmp,0,419,235
IMD003.bmp,0,419,233
IMD003.bmp,0,417,231
IMD003.bmp,0,417,230
IMD003.bmp,0,415,228
IMD003.bmp,0,415,227
IMD003.bmp,0,412,224
IMD003.bmp,0,411,224
